source_platform,source_url,project_name,chain_or_vm,language,finding_id_or_title,severity_raw,severity_normalized,bug_family,attack_chain_stage,root_cause_type,exploit_prerequisites,fix_pattern,report_date,public_disclosure_date
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/Saturna Full Smart Contract Security Audit.pdf,Saturna Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/Sauron Full Smart Contract Security Audit.pdf,Sauron Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/Save Baby Doge Full Smart Contract Security Audit.pdf,Save Baby Doge Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/SaveAnimal Full Smart Contract Security Audit.pdf,Saveanimal Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/SavePlanetEarth.pdf,Saveplanetearth,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/SaveTheKids Full Smart Contract Security Audit.pdf,Savethekids Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/Scorch.pdf,Scorch,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/SeaShell Finance.pdf,Seashell Finance,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/Seacow Token.pdf,Seacow Token,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/SecuraMasterchef.pdf,Securamasterchef,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/Secured MoonRat Token Smart Contract Security Audit.pdf,Secured Moonrat Token Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/SeedSwap Token.pdf,Seedswap Token,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/Sexy Shiba.pdf,Sexy Shiba,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/Sheep Full Smart Contract Security Audit.pdf,Sheep Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/Sheepswap Finance.pdf,Sheepswap Finance,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/SheeshMoon.pdf,Sheeshmoon,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/Shiba Dao.pdf,Shiba Dao,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/Shiba Diamond Full Smart Contract Security Audit.pdf,Shiba Diamond Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/ShibaCash Full Smart Contract Security Audit.pdf,Shibacash Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/ShibaFamily.pdf,Shibafamily,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/ShibaKenzo Full Smart Contract Security Audit.pdf,Shibakenzo Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/ShibaMoonShot.pdf,Shibamoonshot,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/ShibaRise Full Smart Contract Security Audit.pdf,Shibarise Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/ShibaSaur INU Full Smart Contract Security Audit.pdf,Shibasaur Inu Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/Shibby Full Smart Contract Security Audit.pdf,Shibby Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/Shield Network Full Smart Contract Security Audit.pdf,Shield Network Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/Shilling Token Token Smart Contract Security Audit.pdf,Shilling Token Token Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/ShonToken.pdf,Shontoken,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/Shopaneum Full Smart Contract Security Audit.pdf,Shopaneum Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/ShortTesla (2).pdf,Shorttesla (2),EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/SkyBorn Full Smart Contract Security Audit.pdf,Skyborn Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/SkyRise.pdf,Skyrise,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/Skylark Full Smart Contract Security Audit.pdf,Skylark Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/Skyrise Full Smart Contract Security Audit.pdf,Skyrise Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/Slice of the Pie Full Smart Contract Security Audit.pdf,Slice Of The Pie Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/Smart Bunny Standart Smart Contract Security Audit.pdf,Smart Bunny Standart Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/Smokehigh.pdf,Smokehigh,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/SnowBall.pdf,Snowball,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/Snowge Coin.pdf,Snowge Coin,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/Soku.pdf,Soku,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/Solar Wind Full Smart Contract Security Audit.pdf,Solar Wind Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/Solarfare Full Smart Contract Security Audit.pdf,Solarfare Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/Son of Doge.pdf,Son Of Doge,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/Space Cats.pdf,Space Cats,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/Space Knight Full Smart Contract Security Audit.pdf,Space Knight Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/Space Sharks Full Smart Contract Security Audit.pdf,Space Sharks Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/SpaceSoldier.pdf,Spacesoldier,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/SpaceSweepStake Full Smart Contract Security Audit.pdf,Spacesweepstake Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/SpaceSweepStake.pdf,Spacesweepstake,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/SpaceshepherdPantry.pdf,Spaceshepherdpantry,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/Sphynxcatmoon.pdf,Sphynxcatmoon,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/SportemonGo Full Smart Contract Security Audit.pdf,Sportemongo Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/SportzStarz Full Smart Contract Security Audit.pdf,Sportzstarz Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/Squirtle.pdf,Squirtle,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/StableMagnet Standart Smart Contract Security Audit.pdf,Stablemagnet Standart Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/StakeKing Full Smart Contract Security Audit.pdf,Stakeking Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/StakeMars Protocol Full Smart Contract Security Audit.pdf,Stakemars Protocol Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/Standard Finance.pdf,Standard Finance,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/Standard Smart Contract Security Audit Example.pdf,Standard Smart Contract Security Audit Example,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/StarCash Full Smart Contract Security Audit.pdf,Starcash Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/StarProtocol.pdf,Starprotocol,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/Steak Full Smart Contract Security Audit.pdf,Steak Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/Stealth SHIBA Full Smart Contract Security Audit.pdf,Stealth Shiba Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/StonkInu Full Smart Contract Security Audit.pdf,Stonkinu Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/StopElon Full Smart Contract Security Audit.pdf,Stopelon Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/Sugar Doge Full Smart Contract Security Audit.pdf,Sugar Doge Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/Sukiyaki Swap.pdf,Sukiyaki Swap,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/Summarizer.pdf,Summarizer,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/SummerCake Full Smart Contract Security Audit.pdf,Summercake Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/Super Soldier Token Full Smart Contract Security Audit.pdf,Super Soldier Token Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/SuperLion Finance.pdf,Superlion Finance,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/Supermoon Finance.pdf,Supermoon Finance,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/SupportDoge Standart Smart Contract Security Audit.pdf,Supportdoge Standart Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/Sustainable Energy Token (SET) Standard.pdf,Sustainable Energy Token (Set) Standard,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/Swamp Finance.pdf,Swamp Finance,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/Swinate Full Smart Contract Security Audit.pdf,Swinate Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/Swipecast Full Smart Contract Security Audit.pdf,Swipecast Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/TABOO TOKEN.pdf,Taboo Token,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/THEOSCOIN Full Smart Contract Security Audit.pdf,Theoscoin Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/THERO Smart Contract Audit.pdf,Thero Smart Contract Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/TIER-1 EXCHANGE Smart Contract Security Audit.pdf,Tier 1 Exchange Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/TLG.pdf,Tlg,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/TailTech Full Smart Contract Security Audit.pdf,Tailtech Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/Taiyaki Swap.pdf,Taiyaki Swap,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/Tako.pdf,Tako,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/Takoyaki Finance.pdf,Takoyaki Finance,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/TapSwap.pdf,Tapswap,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/TasteNFT Full Smart Contract Security Audit.pdf,Tastenft Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/TaxHeaven Smart Contract Audit.pdf,Taxheaven Smart Contract Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/Tea-Swap.pdf,Tea Swap,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/TeamTrees Full Smart Contract Security Audit.pdf,Teamtrees Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/TeddChef Full Smart Contract Security Audit.pdf,Teddchef Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/Teddly Standart Smart Contract Security Audit.pdf,Teddly Standart Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/TeslaSafe.pdf,Teslasafe,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/Test Token.pdf,Test Token,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/The IMPOSSIBLE EXPERIMENT Full Smart Contract Security Audit.pdf,The Impossible Experiment Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/The Rare Antiquities Token.pdf,The Rare Antiquities Token,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/TheChadToken Full Smart Contract Security Audit.pdf,Thechadtoken Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/TheNewTag Full Smart Contract Security Audit.pdf,Thenewtag Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/Thoreum.pdf,Thoreum,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/ThunderCake.pdf,Thundercake,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/Thunderbird Token Full Smart Contract Security Audit.pdf,Thunderbird Token Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/Thunderstorm.pdf,Thunderstorm,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/Thunderswap Finance.pdf,Thunderswap Finance,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/TinyDoge Full Smart Contract Security Audit.pdf,Tinydoge Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/TitanBull.pdf,Titanbull,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/Tofu Finance.pdf,Tofu Finance,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/Tofu Smart Contract Audit.pdf,Tofu Smart Contract Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/TofuswapV2Factory.pdf,Tofuswapv2Factory,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/TokenHub.pdf,Tokenhub,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/Tokenify Full Smart Contract Security Audit.pdf,Tokenify Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/Tomahawk Token Full Smart Contract Security Audit.pdf,Tomahawk Token Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/TomorrowWontExist Full Smart Contract Security Audit.pdf,Tomorrowwontexist Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/Torcash Full Smart Contract Security Audit.pdf,Torcash Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/Toxic Finance.pdf,Toxic Finance,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/TravelCake Full Smart Contract Security Audit.pdf,Travelcake Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/Treedefi.pdf,Treedefi,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/Trident Token.pdf,Trident Token,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/TristanChain Crypto.pdf,Tristanchain Crypto,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/TronCenturyReloaded.pdf,Troncenturyreloaded,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/TruBadger Full Smart Contract Security Audit.pdf,Trubadger Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/Twin Finance.pdf,Twin Finance,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/Tyrannosaurus Rex.pdf,Tyrannosaurus Rex,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/UltiArena.pdf,Ultiarena,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/UltimateToken.pdf,Ultimatetoken,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/UltimoGG Full Smart Contract Security Audit.pdf,Ultimogg Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/Uncle Doge.pdf,Uncle Doge,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/UniCoin.pdf,Unicoin,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/Unity Protocol.pdf,Unity Protocol,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/UniversePad.pdf,Universepad,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/UpForever.pdf,Upforever,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/VAULT Token.pdf,Vault Token,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/VELOREX Full Smart Contract Security Audit.pdf,Velorex Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/VPLANET Full Smart Contract Security Audit.pdf,Vplanet Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/VSELON FIGHT.pdf,Vselon Fight,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/VSJEFF FIGHT.pdf,Vsjeff Fight,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/Vacay Full Smart Contract Security Audit.pdf,Vacay Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/Vampire.pdf,Vampire,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/Vangold Full Smart Contract Security Audit.pdf,Vangold Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/VanillaCake Token.pdf,Vanillacake Token,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/Veteran (1).pdf,Veteran (1),EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/Viking Finance.pdf,Viking Finance,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/Void Farm.pdf,Void Farm,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/WARZONE (1).pdf,Warzone (1),EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/WIZARD Full Smart Contract Security Audit.pdf,Wizard Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 N-Z/WaffleCake.pdf,Wafflecake,EVM,Solidity,,,,,,,,,,
